# name, mass, radius, period, axis, eccentricity, inclination, angular_distance, publication_status_letter, discovered, updated, omega, tperi, detection_type, molecules, star.name, ra, dec, star.magnitude_v, star.magnitude_i, star.magnitude_j, star.magnitude_h, star.magnitude_k, star.distance, star.metallicity, star.mass, star.radius, star.spec_type, star.age, star.teff
HD 145377 b,5.76,,103.95,0.45,0.307,,0.007799,R,2008,2008-10-28,138.1,54635.4,detected by radial velocity,,HD 145377,16:11:36.0,-27:04:41,8.12,,,,,57.7,0.12,1.12,1.14,G3V,1.3,6046.0
HD 145457 b,2.9,,176.3,0.76,0.112,,0.006032,R,2010,2010-05-18,300.0,3518.0,detected by radial velocity,,HD 145457,16:10:04.0,+26:44:34,6.57,,,,,126.0,-0.14,1.9,9.9,K0,,4757.0
HD 1461 b,0.0239,,5.7727,0.063438,0.14,,0.002711,R,2009,2009-12-15,58.0,2450366.936,detected by radial velocity,,HD 1461,00:18:42.0,-08:03:11,6.64,,,,,23.4,0.19,1.08,1.095,G0V,6.3,5765.0
HD 1461 c,0.0186,,13.505,0.1117,0.0,,0.004774,R,2011,2011-09-12,,,detected by radial velocity,,HD 1461,00:18:42.0,-08:03:11,6.64,,,,,23.4,0.19,1.08,1.095,G0V,6.3,5765.0
HD 147018 b,2.12,,44.236,0.2388,0.4686,,0.005559,R,2009,2009-08-12,-24.03,4459.49,detected by radial velocity,,HD 147018,16:23:00.0,-61:41:20,8.3,,,,,42.96,0.1,0.927,,G9V,6.36,5441.0
HD 147018 c,6.56,,1008.0,1.922,0.133,,0.044739,R,2009,2009-08-12,-133.1,55301.0,detected by radial velocity,,HD 147018,16:23:00.0,-61:41:20,8.3,,,,,42.96,0.1,0.927,,G9V,6.36,5441.0
HD 147513 b,1.21,,528.4,1.32,0.26,,0.102326,R,2003,2010-12-29,282.0,51672.0,detected by radial velocity,,HD 147513,16:24:01.0,-39:11:34,5.37,,,,,12.9,-0.03,0.92,1.0,G3/G5V,0.65,5701.0
HD 148156 b,0.85,,1010.0,2.45,0.52,,0.046183,S,2009,2010-09-09,35.0,4707.0,detected by radial velocity,,HD 148156,16:28:17.0,-46:19:03,7.69,,,,,53.05,0.29,1.22,1.21,F8V,,6308.0
HD 148427 b,0.96,,331.5,0.93,0.16,,0.015683,R,2009,2009-08-13,277.0,13991.0,detected by radial velocity,,HD 148427,16:28:28.0,-13:23:59,6.89,,,,,59.3,0.154,1.45,3.22,K0IV,2.5,5052.0
HD 149026 b,0.356,0.718,2.8758916,0.04288,0.0,85.3,0.000543,R,2005,2012-07-05,,2453317.838,detected by transit,,HD 149026,16:30:29.0,+38:20:50,8.15,,,,,78.9,0.36,1.3,1.497,G0 IV,2.0,6147.0
HD 149143 b,1.36,,4.088,0.052,0.0,,0.000825,C,2005,2010-12-23,0.0,53588.0,detected by radial velocity,,HD 149143,16:32:51.0,+02:05:05,7.9,,,,,63.0,0.26,1.1,,G0 IV,7.6,5730.0
HD 1502 b,3.1,,431.8,1.31,0.101,,0.008239,R,2011,2011-09-02,219.0,2455227.0,detected by radial velocity,,HD 1502,00:19:17.0,+14:03:17,8.52,,,,,159.0,0.09,1.61,4.5,K0D,2.4,5049.0
HD 150433 b,0.168,,1096.2,1.9303,0.0,,0.065213,S,2011,2011-09-12,,,detected by radial velocity,,HD 150433,16:41:08.0,-02:51:26,7.22,,,,,29.6,,,,G0,,
HD 150706 b,2.71,,5894.0,6.7,0.38,,0.246324,C,2002,2012-05-25,132.0,2458179.0,detected by radial velocity,,HD 150706,16:31:17.0,+79:47:23,7.03,,,,,27.2,-0.13,0.94,0.87,G0,1.17,5741.0
HD 152079 b,3.0,,2097.0,3.2,0.6,,0.037572,R,2010,2010-01-26,325.0,24553193.0,detected by radial velocity,,HD 152079,16:53:30.0,-46:19:51,9.18,,,,,85.17,0.16,1.023,,G6V,,
HD 152581 b,1.5,,689.0,1.48,0.22,,0.007957,R,2011,2011-09-02,321.0,2455320.0,detected by radial velocity,,HD 152581,16:53:44.0,+11:58:25,8.54,,,,,186.0,-0.46,0.927,4.8,K0,12.0,5155.0
HD 153950 b,2.73,,499.4,1.28,0.34,,0.025806,R,2008,2008-10-28,308.2,54502.0,detected by radial velocity,,HD 153950,17:04:31.0,-43:18:35,7.39,,,,,49.6,-0.01,1.12,1.34,F8V,4.3,6076.0
HD 154088 b,0.0193,,18.596,0.1316,0.38,,0.007393,S,2011,2011-09-12,,,detected by radial velocity,,HD 154088,17:04:28.0,-28:34:58,6.58,,,,,17.8,,,,K0IV,,
HD 154345 b,1.0,,3538.0,4.3,0.26,50.0,0.238095,R,2006,2012-05-25,-14.0,2454701.0,detected by radial velocity,,HD 154345,17:02:36.0,+47:04:55,6.74,,,,,18.06,-0.105,0.88,,G8V,4.92,5468.0
HD 154672 b,5.02,,163.91,0.6,0.61,,0.009119,R,2008,2009-05-20,265.0,3045.3,detected by radial velocity,,HD 154672,17:10:05.0,-56:26:57,8.22,,7.01,6.7,6.61,65.8,0.26,1.06,1.27,G3IV,9.28,5714.0
HD 154857 b,1.8,,409.0,1.2,0.47,,0.017518,R,2004,2007-02-09,59.0,,detected by radial velocity,,HD 154857,17:11:15.0,-56:40:50,7.25,,,,,68.5,-0.22,1.17,2.42,G5V,5.6,5445.0
HD 155358 b,0.85,,194.3,0.64,0.17,,0.014884,R,2007,2012-02-04,143.0,2451224.8,detected by radial velocity,,HD 155358,17:09:35.0,+33:21:21,7.27,,,,,43.0,-0.51,0.92,,G0,10.7,5900.0
HD 155358 c,0.82,,391.9,1.02,0.16,,0.023721,R,2007,2012-02-04,180.0,2455345.4,detected by radial velocity,,HD 155358,17:09:35.0,+33:21:21,7.27,,,,,43.0,-0.51,0.92,,G0,10.7,5900.0
HD 156279 b,9.71,,131.05,0.495,0.708,,0.013525,R,2011,2011-11-04,-95.8,2455525.59,detected by radial velocity,,HD 156279,17:12:23.0,+63:21:08,8.08,,,,,36.6,0.14,0.93,,K0,4.0,5453.0
HD 156411 b,0.74,,842.2,1.88,0.22,,0.03412,S,2009,2010-09-08,43.0,4356.0,detected by radial velocity,,HD 156411,17:19:51.0,-48:32:58,6.67,,,,,55.1,-0.12,1.25,2.16,F8IV/V,,5900.0
HD 156668 b,0.0131,,4.646,0.05,0.0,,0.002041,S,2010,2010-05-24,,24718.57,detected by radial velocity,,HD 156668,17:17:40.0,+29:13:38,8.42,,,,,24.5,0.05,0.772,0.72,K3V,8.6,4850.0
HD 157172 b,0.12,,104.84,0.416,0.46,,0.013041,R,2011,2011-09-12,,,detected by radial velocity,,HD 157172,17:22:35.0,-19:36:58,7.86,,,,,31.9,,,,G8.5V,,
HD 158038 b,1.8,,521.0,1.52,0.291,,0.014672,R,2011,2011-09-02,334.0,2455491.0,detected by radial velocity,,HD 158038,17:25:45.0,+27:18:12,7.64,,,,,103.6,0.28,1.65,4.8,K2III,2.5,4897.0
HD 159868 b,2.1,,1178.4,2.25,0.01,,0.042694,R,2007,2012-05-15,350.0,2453435.0,detected by radial velocity,,HD 159868,17:39:-0.0,-43:08:44,7.24,,,,,52.7,0.0,1.09,,G5V,8.1,5395.0
HD 159868 c,0.73,,352.3,1.0,0.15,,0.018975,R,2012,2012-05-15,290.0,24553239.0,detected by radial velocity,,HD 159868,17:39:-0.0,-43:08:44,7.24,,,,,52.7,0.0,1.09,,G5V,8.1,5395.0
HD 16141 b,0.215,,75.82,0.35,0.28,,0.009749,R,2000,2010-12-29,41.0,2451547.2,detected by radial velocity,,HD 16141,02:35:19.0,-03:33:38,6.78,,,,,35.9,0.02,1.01,1.0,G5 IV,7.76,5533.0
HD 16175 b,4.4,,990.0,2.1,0.59,,0.035117,R,2007,2009-04-21,222.0,2452820.0,detected by radial velocity,,HD 16175,02:37:02.0,+42:03:45,7.28,,6.17,5.92,5.85,59.8,0.23,1.35,1.87,G0,5.3,6000.0
HD 162020 b,14.4,,8.428198,0.074,0.277,,0.002367,R,2002,2010-12-29,-27.328,51990.677,detected by radial velocity,,HD 162020,17:50:38.0,-40:19:06,9.18,,,,,31.26,0.01,0.75,0.71,K2 V,0.76,4830.0
HD 163607 b,0.77,,75.229,0.36,0.73,,0.005217,S,2011,2011-09-15,78.7,2454185.0,detected by radial velocity,,HD 163607,17:53:40.0,+56:23:31,8.15,,,,,69.0,0.21,1.09,1.63,G5IV,8.6,5543.0
HD 163607 c,2.29,,1314.0,2.42,0.12,,0.035072,S,2011,2011-09-15,265.0,2455085.0,detected by radial velocity,,HD 163607,17:53:40.0,+56:23:31,8.15,,,,,69.0,0.21,1.09,1.63,G5IV,8.6,5543.0
HD 16417 b,0.069,,17.24,0.14,0.2,,0.00549,R,2009,2009-02-25,77.0,99.74,detected by radial velocity,,HD 16417,02:36:59.0,-34:34:41,5.78,,,,,25.5,0.19,1.18,,G1V,4.3,5936.0
HD 164509 b,0.48,,282.4,0.875,0.26,,0.016827,S,2011,2011-09-15,324.0,2455703.0,detected by radial velocity,,HD 164509,18:01:31.0,+00:06:16,8.24,,,,,52.0,0.21,1.13,1.06,G5V,1.1,5922.0
HD 164604 b,2.7,,606.4,1.13,0.24,,0.029737,R,2010,2010-01-26,51.0,24552674.0,detected by radial velocity,,HD 164604,18:03:07.0,-28:33:38,9.7,,,,,38.0,-0.18,0.8,,K2V,,
HD 164922 b,0.36,,1155.0,2.11,0.05,,0.096215,R,2006,2006-07-15,195.0,11100.0,detected by radial velocity,,HD 164922,18:02:30.0,+26:18:46,7.01,,,,,21.93,0.17,0.94,0.9,K0V,13.4,5385.0
HD 166724 b,4.12,,8100.0,,0.77,,,S,2011,2011-09-13,,,detected by radial velocity,,HD 166724,18:14:00.0,-42:34:31,9.31,,,,,42.3,,,,K0IV,,
HD 167042 b,1.6,,416.1,1.3,0.03,,0.026,R,2007,2007-10-19,34.0,2453330.0,detected by radial velocity,,HD 167042,18:10:32.0,+54:17:12,5.97,,3.93,3.56,3.55,50.0,0.05,1.64,4.3,K1III,2.2,5020.0
HD 168443 b,7.659,,58.11247,0.2931,0.52883,,0.007841,R,1998,2011-09-26,172.923,15626.199,detected by radial velocity,,HD 168443,18:20:04.0,-09:35:34,6.92,,,,,37.38,0.04,0.995,1.51,G5,9.8,5591.0
HD 168443 c,17.193,,1749.83,2.8373,0.2113,35.7,0.075904,R,2001,2011-09-26,64.87,15521.3,detected by radial velocity,,HD 168443,18:20:04.0,-09:35:34,6.92,,,,,37.38,0.04,0.995,1.51,G5,9.8,5591.0
HD 168746 b,0.23,,6.403,0.065,0.081,,0.001507,R,2002,2010-12-29,16.3,2451994.7,detected by radial velocity,,HD 168746,18:21:49.0,-11:55:21,7.95,,,,,43.12,-0.06,0.88,1.12,G5,3.75,5610.0
HD 1690 b,6.1,,533.0,1.3,0.64,,0.004075,R,2010,2010-12-20,122.0,54449.0,detected by radial velocity,,HD 1690,00:21:13.0,-08:16:52,9.17,,,,,319.0,-0.32,1.09,16.7,K1III,6.7,4393.0
HD 169830 b,2.88,,225.62,0.81,0.31,,0.022302,R,2000,2010-12-23,148.0,51923.0,detected by radial velocity,,HD 169830,18:27:49.0,-29:49:00,5.9,,,,,36.32,0.21,1.4,1.84,F8 V,4.95,6266.0
HD 169830 c,4.04,,2102.0,3.6,0.33,,0.099119,R,2003,2010-12-23,252.0,52516.0,detected by radial velocity,,HD 169830,18:27:49.0,-29:49:00,5.9,,,,,36.32,0.21,1.4,1.84,F8 V,4.95,6266.0
HD 170469 b,0.67,,1145.0,2.24,0.11,,0.034477,S,2007,2007-10-31,34.0,11669.0,detected by radial velocity,,HD 170469,18:29:11.0,+11:41:44,8.21,,,,,64.97,0.3,1.14,1.22,G5IV,6.7,5810.0
HD 17092 b,4.6,,359.9,1.29,0.166,,0.011835,R,2007,2007-05-07,347.4,52969.5,detected by radial velocity,,HD 17092,02:46:22.0,+49:39:11,7.73,,,,,109.0,0.18,2.3,,,,4650.0
HD 171028 b,1.98,,550.0,1.32,0.59,,0.014667,S,2007,2010-11-10,304.0,2454187.0,detected by radial velocity,,HD 171028,18:32:15.0,+06:56:45,8.31,,,,,90.0,-0.49,0.99,1.95,G0,8.0,5663.0
HD 171238 b,2.6,,1523.0,2.54,0.4,,0.050517,R,2009,2009-08-12,47.0,5062.0,detected by radial velocity,,HD 171238,18:34:44.0,-28:04:20,8.66,,,,,50.28,0.17,0.943,,KOV,4.92,5467.0
HD 17156 b,3.191,1.095,21.2163979,0.1623,0.6768,87.21,0.002074,R,2007,2012-04-08,121.71,3738.529,detected by transit,,HD 17156,02:49:44.0,+71:45:12,8.17,,,,,78.24,0.24,1.275,1.508,G0,3.38,6079.0
HD 173416 b,2.7,,323.6,1.16,0.21,,0.008593,R,2009,2009-01-12,254.0,3465.8,detected by radial velocity,,HD 173416,18:43:36.0,+36:33:24,6.06,,,,,135.0,,2.0,13.5,G8,,4683.0
HD 175167 b,7.8,,1290.0,2.4,0.54,,0.03581,R,2010,2010-01-26,342.0,24553598.0,detected by radial velocity,,HD 175167,19:00:01.0,-69:56:39,9.18,,,,,67.02,0.19,1.102,,G5 IV/V,,
HD 175541 b,0.61,,297.3,1.03,0.33,,0.008047,R,2007,2007-04-20,183.0,2450213.0,detected by radial velocity,,HD 175541,18:55:41.0,+04:15:55,8.03,,,,,128.0,-0.07,1.65,3.85,G8IV,1.9,5060.0
HD 176051 b,1.5,,1016.0,1.76,0.0,,0.117412,R,2010,2010-10-22,,,detected by astrometry,,HD 176051,18:57:02.0,+32:54:05,5.22,,,,,14.99,,,,,,
HD 177830 b,1.49,,406.6,1.2218,0.0009,,0.020708,R,1999,2010-12-07,85.0,10154.0,detected by radial velocity,,HD 177830,19:05:20.0,+25:55:14,7.18,,,,,59.0,0.55,1.47,2.99,K0IV,4.4,4948.0
HD 177830 c,0.15,,110.9,0.5137,0.3495,,0.008707,R,2010,2010-11-19,110.0,10179.0,detected by radial velocity,,HD 177830,19:05:20.0,+25:55:14,7.18,,,,,59.0,0.55,1.47,2.99,K0IV,4.4,4948.0
HD 178911 B b,6.292,,71.487,0.32,0.1243,,0.006848,R,2001,2010-12-29,169.8,50305.7,detected by radial velocity,,HD 178911 B,19:09:03.0,+34:35:59,7.98,,,,,46.73,0.28,1.07,1.14,G5,5.2,5650.0
HD 179079 b,0.08,,14.476,0.11,0.115,,0.001727,R,2009,2009-08-13,357.0,2454400.5,detected by radial velocity,,HD 179079,19:11:10.0,-02:38:18,7.95,,,,,63.69,0.29,1.087,1.48,G5IV,,5724.0
HD 179949 b,0.95,,3.0925,0.045,0.022,,0.001667,R,2000,2006-09-06,183.0,51793.98,detected by radial velocity,,HD 179949,19:15:33.0,-24:10:45,6.25,,,,,27.0,0.22,1.28,1.19,F8 V,2.05,6260.0
HD 180314 b,22.0,,396.03,1.4,0.257,,0.010606,R,2010,2011-08-05,302.1,3565.9,detected by radial velocity,,HD 180314,19:14:50.0,+31:51:37,6.61,,,,,132.0,0.2,2.6,9.2,K0,,4917.0
HD 180902 b,1.6,,479.0,1.39,0.09,,0.012636,S,2010,2010-03-19,300.0,2454690.0,detected by radial velocity,,HD 180902,19:19:18.0,-23:33:29,7.78,,,,,110.0,0.04,1.52,4.1,K0III/IV,2.8,5030.0
HD 181342 b,3.3,,663.0,1.78,0.177,,0.016094,S,2010,2010-03-19,281.0,2454881.0,detected by radial velocity,,HD 181342,19:21:04.0,-23:37:10,7.55,,,,,110.6,0.26,1.84,4.6,K0III,1.8,5014.0
HD 181433 b,0.0238,,9.3743,0.08,0.396,,0.003059,C,2008,2009-01-13,202.0,54542.0,detected by radial velocity,,HD 181433,19:25:10.0,-66:28:08,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962.0
HD 181433 c,0.64,,962.0,1.76,0.28,,0.067304,C,2008,2009-01-13,21.4,53235.0,detected by radial velocity,,HD 181433,19:25:10.0,-66:28:08,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962.0
HD 181433 d,0.54,,2172.0,3.0,0.48,,0.114723,R,2008,2009-01-13,-30.0,52154.0,detected by radial velocity,,HD 181433,19:25:10.0,-66:28:08,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962.0
HD 181720 b,0.37,,956.0,1.78,0.26,1.0,0.031786,R,2009,2011-01-11,177.0,2453631.0,detected by radial velocity,,HD 181720,19:22:53.0,-32:55:09,7.86,,,,,56.0,-0.53,0.92,,G1V,,5781.0
HD 183263 b,3.67,,626.5,1.51,0.357,,0.028491,R,2004,2010-12-17,233.5,54343.12,detected by radial velocity,,HD 183263,19:28:24.0,+08:21:28,7.86,,,,,53.0,0.3,1.17,1.21,G2IV,8.1,5888.0
HD 183263 c,3.82,,2950.0,4.25,0.253,,0.080189,R,2008,2008-12-10,339.6,11910.0,detected by radial velocity,,HD 183263,19:28:24.0,+08:21:28,7.86,,,,,53.0,0.3,1.17,1.21,G2IV,8.1,5888.0
HD 185269 b,0.94,,6.838,0.077,0.3,,0.001638,R,2006,2006-08-16,173.0,2453154.1,detected by radial velocity,,HD 185269,19:37:12.0,+28:30:00,6.67,,,,,47.0,0.11,1.28,1.88,G0IV,4.2,5980.0
HD 187085 b,0.75,,986.0,2.05,0.47,,0.045576,R,2006,2010-12-22,94.0,2450912.0,detected by radial velocity,,HD 187085,19:49:33.0,-37:46:50,7.22,,,,,44.98,0.05,1.22,,G0 V,3.3,6075.0
HD 187123 b,0.52,,3.0965828,0.0426,0.01,,0.000852,R,1998,2010-12-17,25.0,52111.7,detected by radial velocity,,HD 187123,19:46:57.0,+34:25:15,7.86,,,,,50.0,0.16,1.06,1.17,G5,5.33,5714.0
HD 187123 c,1.99,,3810.0,4.89,0.252,,0.0978,C,1998,2010-12-17,250.0,53580.04,detected by radial velocity,,HD 187123,19:46:57.0,+34:25:15,7.86,,,,,50.0,0.16,1.06,1.17,G5,5.33,5714.0
HD 18742 b,2.7,,772.0,1.92,0.23,,0.014222,R,2011,2011-09-02,102.0,2455200.0,detected by radial velocity,,HD 18742,03:00:11.0,-20:48:09,7.97,,,,,135.0,-0.04,1.6,4.9,G9IV,2.3,5048.0
HD 188015 b,1.26,,456.46,1.19,0.15,,0.022624,R,2004,2010-12-30,293.0,2451883.51,detected by radial velocity,,HD 188015,19:52:04.0,+28:06:01,8.22,,,,,52.6,0.29,1.09,1.1,G5IV,6.2,5520.0
HD 189567 b,0.0316,,14.275,0.1099,0.23,,0.006209,S,2011,2011-09-12,,,detected by radial velocity,,HD 189567,20:05:33.0,-67:19:15,6.07,,,,,17.7,,,,G2V,,
HD 189733 b,1.138,1.138,2.21857312,0.03142,0.0041,85.51,0.001628,R,2005,2011-12-12,,,detected by transit,"H2O, CH4, CO, Na, H",HD 189733,20:00:43.0,+22:42:39,7.67,,,,,19.3,-0.03,0.8,0.788,K1-K2,0.6,4980.0
HD 190360 b,1.502,,2891.0,3.92,0.36,,0.246696,R,2003,2009-02-18,12.4,110628.1,detected by radial velocity,,HD 190360,20:03:37.0,+29:53:48,5.71,,,,,15.89,0.24,1.04,1.2,G6 IV,12.11,5588.0
HD 190360 c,0.057,,17.1,0.128,0.01,,0.008055,R,2005,2009-02-18,153.7,11000.07,detected by radial velocity,,HD 190360,20:03:37.0,+29:53:48,5.71,,,,,15.89,0.24,1.04,1.2,G6 IV,12.11,5588.0
HD 190647 b,1.9,,1038.1,2.07,0.18,,0.038192,R,2007,2007-04-07,232.5,53868.0,detected by radial velocity,,HD 190647,20:07:20.0,-35:32:19,7.78,,,,,54.2,0.24,1.1,,G5,2.0,5628.0
HD 190984 b,3.1,,4885.0,5.5,0.57,,0.053398,S,2009,2010-11-06,318.0,2449572.0,detected by radial velocity,,HD 190984,20:11:31.0,-64:37:14,8.76,,,,,103.0,-0.48,0.91,1.53,F8V,,5988.0
