010001 |R     And *|002402.0+383437 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|
010353 |V0353 And  |003026.2+402209 |LB:       |  9.44   |   9.59     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010354 |V0354 And  |003336.8+395303 |SRD:      |  8.65   |   8.78     |            |Hp|            |     |    10.877          |     |K0               |HIP   HIP  |
010355 |V0355 And *|004411.3+461408 |EA        |  7.69   |   8.0      |   7.9      |V |52295.088   |     |     4.71841        |     |F5               |N0105 HIP  |
010356 |V0356 And  |004439.0+363609 |LB:       |  9.04   |   9.17     |            |Hp|            |     |                    |     |M1               |HIP   HIP  |
010357 |V0357 And *|005253.4+383256 |ELL:      |  6.70   |   6.74     |   6.7      |Hp|            |     |     1.66238        |     |A2V              |HIP   HIP  |
010358 |V0358 And  |005921.9+425104 |LB:       |  8.22   |   8.36     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
010359 |V0359 And  |010252.7+470250 |BY:       | 10.89   |  11.31     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010360 |V0360 And  |010404.5+384119 |LB        |  7.05   |   7.23     |            |Hp|            |     |                    |     |M3III            |HIP   HIP  |
010361 |V0361 And *|010945.3+380728 |DSCTC     |  7.79   |   7.83     |            |Hp|48500.0220  |     |     0.1140500      |     |F0               |HIP   HIP  |
010362 |V0362 And  |012807.0+422801 |E:        |  8.42   |   8.55     |            |Hp|            |     |    18.518518    :  |     |M0               |HIP   HIP  |
010363 |V0363 And *|013146.6+360538 |EB        |  9.10   |   9.37     |   9.34     |Hp|48500.3980  |     |     1.27799        |     |A2               |HIP   HIP  |
010364 |V0364 And  |013250.5+453732 |LB        |  9.21   |   9.31     |            |Hp|            |     |                    |     |K2III            |HIP   HIP  |
010365 |V0365 And  |013646.7+481856 |DSCTC     |  7.49   |   7.53     |            |Hp|            |     |     0.142816       |     |F0               |HIP   HIP  |
010366 |V0366 And  |014311.1+483100 |LC        |  6.74   |   6.93     |            |Hp|            |     |                    |     |M2Ib             |HIP   HIP  |
010367 |V0367 And  |015109.3+380126 |SRS:      |  7.11   |   7.45     |            |Hp|            |     |    24.457       :  |     |M4               |00001 HIP  |
010368 |V0368 And  |015143.2+390826 |LB        |  9.01   |   9.58     |            |Hp|            |     |                    |     |M8               |HIP   HIP  |
010369 |V0369 And *|015754.9+473353 |LB:       |  9.07   |   9.18     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010370 |V0370 And  |015844.3+452607 |SRB       |  6.18   |   7.19     |            |Hp|            |     |   228.             |     |M7III            |N0106 HIP  |
010371 |V0371 And *|020212.9+364301 |BY:       |  8.30   |   8.34     |            |Hp|            |     |     1.4937         |     |G5               |HIP   HIP  |
010372 |V0372 And *|020518.2+450534 |EA        |  9.05   |   9.53     |   9.37     |Hp|51483.5838  |     |     2.940986       |11   |A5               |00001 HIP  |
010373 |V0373 And  |020546.2+394535 |DSCTC     |  7.63   |   7.69     |            |Hp|            |     |     0.1128020      |     |F0               |HIP   HIP  |
010374 |V0374 And  |020657.2+451104 |E:        | 10.30   |  11.55     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010375 |V0375 And  |023206.5+501051 |SRB       |  7.01   |   7.22     |            |Hp|            |     |    54.          :  |     |A0               |00001 HIP  |
010376 |V0376 And *|023511.6+495137 |EB        |  7.68   |   8.00     |   7.96     |Hp|52500.492   |     |     0.7986720      |     |A0               |N0041 HIP  |
010377 |V0377 And  |023618.9+401218 |EA        |  7.46   |   7.58     |            |Hp|48700.254   |     |     4.06366     :  |05 : |B9               |00001 HIP  |
010378 |V0378 And  |230054.8+384228 |BE        |  6.47   |   6.64     |            |V |            |     |                    |     |B3Vpe            |N0107 HIP  |
010379 |V0379 And  |230633.0+465525 |IA:       |  7.70   |   7.85     |            |Hp|            |     |                    |     |B3               |HIP   HIP  |
010380 |V0380 And  |230637.0+423927 |LPB       |  7.97   |   8.02     |            |Hp|            |     |     1.37678        |     |B9               |HIP   HIP  |
010381 |V0381 And  |230857.1+385455 |EA        |  7.35   |   7.42     |            |Hp|            |     |                    |     |A0               |HIP   HIP  |
010382 |V0382 And *|230958.0+425009 |EB        |  9.16   |   9.44     |   9.24     |Hp|51402.871   |     |     1.478983       |     |A0               |00001 HIP  |
010383 |V0383 And  |231549.3+423444 |LB:       |  8.35   |   8.46     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010384 |V0384 And  |232352.0+490408 |LB:       |  9.22   |   9.41     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
010385 |V0385 And  |232408.9+413646 |LB        |  6.36   |   6.47     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010386 |V0386 And  |232414.9+352947 |LB:       |  9.32   |   9.53     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010387 |V0387 And  |232536.1+525846 |LB        |  6.76   |   6.87     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010388 |V0388 And  |232707.4+425443 |ACV       |  5.73   |   5.77     |            |Hp|            |     |     1.47931        |     |B9Mn             |N0108 HIP  |
010389 |V0389 And  |233201.3+434921 |EA        |  8.22   |   8.32     |            |Hp|            |     |                    |     |A0               |HIP   HIP  |
010390 |V0390 And  |233256.5+460725 |SRB       |  6.56   |   6.75     |            |Hp|            |     |   303.             |     |M0               |HIP   HIP  |
010391 |V0391 And  |233524.2+364454 |LB        |  9.05   |   9.43     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
010392 |V0392 And *|233848.7+442445 |EA        |  9.07   |   9.41     |   9.41     |V |48035.107   |     |     4.046275       |06  *|A2               |N0109 HIP  |
010393 |V0393 And *|233912.5+503242 |LB:       | 10.31   |  10.38     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
010394 |V0394 And  |234120.2+465136 |LPB       |  7.40   |   7.42     |            |Hp|            |     |     1.7776         |     |B9               |HIP   HIP  |
010395 |V0395 And *|234432.1+462249 |EW        |  7.55   |   7.62     |   7.61     |Hp|48699.9945  |     |     0.6847         |     |A0               |HIP   HIP  |
010396 |V0396 And  |235133.4+472916 |DSCTC     |  7.92   |   7.95     |            |Hp|            |     |     0.1047310      |     |F0               |HIP   HIP  |
010397 |V0397 And  |235207.5+375101 |LB:       |  8.60   |   8.72     |            |Hp|            |     |                    |     |M5               |HIP   HIP  |
010398 |V0398 And  |235245.1+345819 |LB:       |  8.23   |   8.34     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |
010399 |V0399 And  |235300.1+412045 |LB        |  6.95   |   7.05     |            |Hp|            |     |                    |     |M2III            |HIP   HIP  |
010400 |V0400 And  |235857.8+404732 |E         |  8.57   |   8.65     |            |Hp|            |     |                    |     |A5               |HIP   HIP  |
010401 |V0401 And  |000054.8+324932 |LB:       |  9.04   |   9.14     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |
010403 |V0403 And  |003853.0+453350 |M         | 11.9    |  16.1      |            |V |51540.      |     |   180.          :  |     |                 |00001 76002|
010404 |V0404 And *|010124.4+411501 |EA/RS     | 10.3    |  10.9      |  10.8      |Rc|52500.3140  |     |     0.67603321     |18  *|                 |N0041 75003|
010405 |V0405 And  |022226.0+472919 |RS        | 11.0    |  11.31     |            |V |            |     |     0.46543        |     |M0Ve+dM5e        |75004 75004|
010406 |V0406 And *|023525.6+455603 |EB        |  9.22   |   9.42     |   9.39     |V |52500.27    |     |     2.165032       |     |B8               |N0041 HIP  |
010412 |V0412 And *|235339.0+453722 |EA        | 11.95   |  12.40     |  12.35     |* |51507.720   |     |     1.90871        |11   |                 |N0060 GSC  |
010413 |V0413 And *|235404.0+391657 |EA/RS     |  7.61   |   8.46     |            |U |48127.2     |     |    53.             |04   |G0III            |73005 HIP  |
010414 |V0414 And  |000936.9+374732 |M         | 12.4    |  15.5      |            |V |50691.      |     |   288.             |     |                 |76002 76002|
010416 |V0416 And  |011030.5+450612 |M         | 11.7    |< 14.7      |            |V |50611.      |     |   359.             |     |                 |76002 76002|
010417 |V0417 And  |011604.7+501145 |M         | 11.1    |  14.7      |            |V |51129.      |     |   281.             |     |                 |76002 76002|
010418 |V0418 And  |013005.8+501001 |M         | 11.3    |  14.4      |            |V |51161.      |     |   305.             |     |                 |76002 76002|
010419 |V0419 And *|020902.3+393532 |DSCTC     |  9.14   |(  0.04    )|            |B |            |     |     0.054          |     |F0               |76019 HIP  |
010420 |V0420 And *|021821.3+504603 |M         | 11.0    |< 15.0      |            |V |52178.      |     |   355.8            |     |                 |00001 76020|
010421 |V0421 And  |022320.9+484342 |M         | 10.1    |< 12.       |            |V |            |     |                    |     |C6,2e            |76023 76023|
010428 |V0428 And *|003646.4+442919 |SRS       |  5.13   |(  0.06    )|            |V |            |     |    11.5            |     |K5-M0III         |77008 HIP  |
010430 |V0430 And  |013551.4+361025 |SR        | 11.7    |  13.3      |            |V |            |     |   200.          :  |     |                 |00001 GSC  |
010431 |V0431 And  |014222.7+485735 |SR:       | 11.1    |  12.1      |            |V |            |     |                    |     |                 |77004 GSC  |
010432 |V0432 And  |014915.6+452030 |LB        | 12.3    |  13.4      |            |V |            |     |                    |     |M6               |77004 GSC  |
010433 |V0433 And  |015138.1+391544 |SR:       |  9.8    |  10.9      |            |V |            |     |                    |     |                 |77004 GSC  |
010435 |V0435 And  |021249.4+471147 |LB        | 10.9    |  11.6      |            |V |            |     |                    |     |M1               |77004 GSC  |
010436 |V0436 And  |022102.7+425638 |ACV       |  7.23   |   7.29     |            |Hp|            |     |    26.87           |     |B9pCrEuSi        |77022 HIP  |
010437 |V0437 And  |022725.0+425959 |LB        | 11.0    |  11.9      |            |V |            |     |                    |     |                 |77004 GSC  |
