010004 |U     And  |011529.7+404308 |M         |  9.0    |  15.0      |V |49564.      |     |   347.7            |40   |M6e              |00001 00002|
020050 |XY    Ant  |101812.2-364819 |EA        |  9.95   |  10.65     |V |52734.5941  |     |     2.1803         |10   |                 |N0002 CoD  |
020051 |XZ    Ant  |101827.6-331633 |EA        |  9.65   |  10.75     |V |53036.7096  |     |     7.150737       |13   |                 |00001 CoD  |
020052 |YY    Ant  |100130.6-380528 |LB        |  8.74   |   9.4      |V |            |     |                    |     |M3/4III          |00001 CoD  |
020053 |YZ    Ant *|101733.8-322810 |EA        | 10.48   |  11.54     |V |52988.815   |     |     2.152391       |14   |A1IV             |00001 CoD  |
020054 |ZZ    Ant  |092858.7-342128 |M         | 10.3    |< 12.0      |V |53433.      |     |   221.             |     |Me               |00001 CoD  |
020055 |AA    Ant  |100601.3-312302 |M         | 11.2    |< 14.4      |V |53428.      |     |   270.             |     |Me               |02935 GSC  |
020057 |AC    Ant  |102132.8-343932 |M         | 10.7    |< 14.6      |V |53497.      |     |   212.86           |     |Me               |06012 06286|
020058 |AD    Ant  |103010.4-371852 |M         | 10.4    |  14.7      |V |53459.      |     |   316.             |     |Me               |00001 02382|
020059 |AE    Ant  |101200.9-323502 |SRB       |  8.8    |  10.7      |V |            |     |   258.             |     |M5               |00001 CoD  |
020062 |AH    Ant  |105314.9-325919 |SRD       |  8.40   |   8.7      |V |            |     |    83.             |     |K2III            |00001 CoD  |
020063 |AI    Ant *|094134.4-292225 |ACVO      |  9.66   |(  0.02    )|B |            |     |     3.69           |     |Ap(Sr-Eu-Cr)     |N0028 CoD  |
020064 |AK    Ant  |093456.6-285239 |DSCTC     |  8.80   |(  0.03  b )|V |            |     |     0.066          |     |A2II/III(w)      |73012 CoD  |
020066 |AM    Ant  |093235.2-335950 |ACV       |  9.31   |   9.38     |Hp|            |     |     4.8910         |     |Ap(Si)           |HIP   HIP  |
020067 |AN    Ant *|093244.3-371335 |EB        |  8.21   |   8.34     |V |52974.8389  |     |     3.681309       |     |F0/F2IV          |00001 HIP  |
020068 |AO    Ant  |094034.9-363214 |LB        |  8.6    |   9.0      |V |            |     |                    |     |M0               |HIP   HIP  |
020070 |AQ    Ant  |101200.9-332725 |LB        |  9.06   |   9.22     |Hp|            |     |                    |     |K5               |HIP   HIP  |
020071 |AR    Ant  |101421.0-380914 |LB        |  9.30   |   9.48     |Hp|            |     |                    |     |M2/M3            |HIP   HIP  |
020072 |AS    Ant  |101542.7-312852 |LB:       |  8.29   |   8.39     |Hp|            |     |                    |     |K5III            |HIP   HIP  |
020073 |AT    Ant  |101550.7-321034 |SRA       |  8.1    |   8.6      |V |53497.      |     |    45.3            |     |M4III            |00001 HIP  |
020074 |AU    Ant  |102634.7-344203 |SRB       |  8.30   |   8.64     |V |            |     |    30.3            |     |M3III            |N0002 HIP  |
020076 |AW    Ant  |103532.4-362312 |SRD:      |  8.6    |   9.5      |V |            |     |   700.          :  |     |G5               |00001 HIP  |
020077 |AX    Ant  |103624.8-314959 |LB        |  8.53   |   8.70     |V |            |     |                    |     |K5               |HIP   HIP  |
020078 |AY    Ant  |104020.8-395603 |SRD       |  9.64   |  10.06     |V |            |     |    53.5            |     |Kp               |00001 HIP  |
020080 |BB    Ant  |105133.1-343216 |SRB       |  8.1    |   9.0      |V |            |     |   125.             |     |M6III            |00001 HIP  |
020081 |BC    Ant  |105426.1-333009 |LB        |  8.85   |   9.09     |V |            |     |                    |     |K5               |HIP   HIP  |
020082 |BD    Ant  |101806.4-360231 |M         | 11.1    |< 15.0      |V |53474.      |     |   283.             |     |                 |00001 USNO |
020083 |BE    Ant  |101800.2-325409 |M         | 11.2    |  14.6      |V |53476.      |     |   201.             |     |                 |00001 GSC  |
020086 |BH    Ant  |093914.5-244037 |SRB       | 11.2    |  12.0      |V |            |     |    61.             |     |                 |79100 79010|
020092 |BO    Ant  |100753.8-323552 |EB        |  8.83   |   9.37     |V |52215.849   |     |     1.060168       |     |A5V              |79064 DM   |
020093 |BP    Ant  |101031.4-363213 |M         | 10.0    |< 14.2      |V |53814.      |     |   190.             |     |                 |79064 GSC  |
020094 |BQ    Ant  |101416.6-334322 |SRB       |  9.8    |  10.9      |V |            |     |   106.             |     |                 |79100 79080|
020095 |BR    Ant  |101555.5-305752 |LB        | 10.0    |  11.5      |V |            |     |                    |     |                 |79100 DM   |
020096 |BS    Ant  |101753.4-375012 |SRB       | 11.5    |  12.3      |V |            |     |    44.             |     |                 |79100 GSC  |
020098 |BU    Ant *|103910.2-393928 |LB        |  9.5    |  10.8      |V |            |     |                    |     |                 |79100 DM   |
030002 |S     Aps  |150924.5-720345 |RCB       |  9.6    |  15.2      |V |            |     |                    |     |C(R3)            |      00002|
030003 |T     Aps  |135551.2-774808 |M         |  8.4    |  15.0      |V |41096.      |     |   261.03           |43   |M3e              |00001 00002|
030004 |U     Aps  |152801.0-755547 |LB        | 11.0    |  11.6      |p |            |     |                    |     |C(Nb)            |00016 CoD  |
030005 |V     Aps  |150447.5-713623 |LB        | 10.5    |  11.5      |p |            |     |                    |     |MB               |02043 05232|
030006 |W     Aps  |171416.2-740855 |LB        | 10.8    |  12.2      |p |            |     |                    |     |M6               |00252 GSC  |
030009 |Z     Aps *|140654.8-712217 |UGZ       | 10.7    |  12.7      |V |            |     |(   19.          :) |     |                 |07031 00022|
030014 |RV    Aps  |142417.0-731727 |EA/DS     | 10.6    |  15.2      |p |25360.4     |     |    34.074          |     |A-F              |00047 UCAC2|
030016 |RX    Aps  |143147.6-704721 |M         | 10.5    |  16.0      |p |25450.      |     |   474.             |     |Me               |00047 00022|
030017 |RY    Aps  |143308.9-715600 |M         | 10.0    |< 16.0      |p |25660.      |     |   383.             |     |                 |00047 00022|
030022 |SV    Aps  |143843.9-723139 |M         | 10.0    |  16.0      |p |25410.      |     |   303.             |     |                 |00047 00022|
030028 |TU    Aps  |144019.3-704525 |S:        | 11.0    |  12.2      |p |            |     |                    |     |                 |00047 00022|
030032 |TY    Aps *|144850.0-711942 |RRAB      | 11.25   |  12.20     |V |39726.275   |     |     0.5016935      |32   |A8-F6            |05233 00022|
030042 |VX    Aps  |155956.3-751320 |RRAB      | 11.5    |  12.6      |p |34239.361   |     |     0.484578       |35   |F9:              |00080 02338|
030043 |VY    Aps  |160053.6-742853 |SRA       | 11.0    |  14.52     |B |27933.      |     |   152.             |     |S                |00016 CoD  |
030044 |VZ    Aps  |161614.5-740225 |M         |  8.2    |  17.5      |p |36845.      |     |   385.             |     |M5e              |00001 04001|
030045 |WW    Aps  |163131.2-745944 |M         |  9.0    |  16.8      |p |27946.      |     |   267.             |     |M4(Ib)e          |00016 GSC  |
030046 |WX    Aps  |141532.6-741536 |EA/SD:    | 11.5    |< 13.       |p |            |     |                    |     |                 |00085 CPD  |
030051 |XZ    Aps  |145205.4-794047 |RRAB      | 10.8    |  12.8      |p |28715.330   |     |     0.587434       |12 : |                 |06960 05389|
030053 |YZ    Aps  |151000.8-782303 |RRAB      | 11.4    |  13.1      |p |36809.410   |     |     0.489          |15   |                 |06960 04001|
030057 |AC    Aps  |152404.1-790631 |M         | 11.5    |  15.7      |p |36783.      |     |                    |     |                 |05990 04001|
030086 |BH    Aps  |160840.2-765028 |EA/SD     | 10.8    |  13.4      |p |36728.435   |     |     3.652          |10 :*|                 |06960 04001|
030105 |CD    Aps  |163529.9-804542 |EA/SD:    | 11.3    |  11.8      |p |28693.550   |     |     0.893660       |     |                 |05235 04001|
030143 |DU    Aps  |172546.0-782326 |EA/SD:    | 11.3    |  12.0      |p |28687.375   |     |     3.087910       |10   |                 |05235 04001|
030163 |ET    Aps  |174430.8-741931 |E         | 11.5    |  12.1      |p |36809.244   |     |                    |     |                 |06960 04001|
030167 |EX    Aps  |175145.0-692005 |RRAB      | 11.5    |  12.8      |p |27933.542   |     |     0.4717993      |10   |                 |04183 02383|
030177 |FN    Aps  |155133.3-722222 |EA/SD     | 11.0    |  12.4      |p |16589.757   |     |     5.73075        |     |                 |08040 03776|
030188 |FY    Aps *|171420.2-700048 |EB/DM     | 10.9    |  11.7      |p |28745.125   |     |     5.499350       |     |                 |05255 05255|
030191 |GH    Aps  |170156.4-713044 |SRA       | 10.8    |  13.0      |V |38700.      |     |   137.0            |40   |Me               |08661 05834|
030225 |HY    Aps  |162513.5-733720 |L         | 10.8    |  11.2      |p |            |     |                    |     |                 |06960 04001|
030227 |II    Aps *|162741.9-745044 |EW/KE     | 11.2    |  11.7      |p |36694.450   |     |     0.8424         |     |                 |06960 04001|
030237 |IT    Aps  |164849.5-785458 |L         | 11.3    |  12.0      |p |36730.      |     |                    |     |                 |06960 04001|
030246 |KM    Aps  |170729.5-755051 |L         | 11.0    |  11.5      |p |            |     |                    |     |                 |06960 04001|
030263 |LO    Aps *|174710.2-773720 |EB/KE     | 11.3    |  11.8      |p |36729.330   |     |     0.7988         |     |                 |06960 04001|
030280 |MR    Aps  |170757.5-734335 |E         | 10.     |  11.       |p |            |     |                    |     |                 |00085 02834|
030285 |MW    Aps  |152151.8-743350 |M         | 11.0    |  16.7      |p |            |     |                    |     |                 |04453 06031|
030291 |NP    Aps  |141310.9-732534 |LB        |  8.27   |   8.66     |Hp|            |     |                    |     |                 |HIP   HIP  |
030295 |NT    Aps  |144242.6-741842 |EW        |  8.40   |   8.87     |Hp|            |     |                    |     |                 |HIP   HIP  |
030296 |NU    Aps  |145308.4-824057 |LB:       |  8.56   |   8.71     |Hp|            |     |                    |     |                 |HIP   HIP  |
030297 |NV    Aps  |145251.2-713751 |LB:       |  8.90   |   9.03     |Hp|            |     |                    |     |                 |HIP   HIP  |
030298 |NW    Aps  |145538.5-794821 |EB        |  9.23   |   9.51     |Hp|            |     |                    |     |                 |HIP   HIP  |
030299 |NX    Aps  |145641.8-751904 |I:        | 11.24   |  11.66     |Hp|            |     |                    |     |                 |HIP   HIP  |
030300 |NY    Aps  |151223.4-751516 |BY:       |  9.50   |   9.61     |Hp|            |     |                    |     |                 |HIP   HIP  |
030303 |OP    Aps  |152432.5-802626 |DSCTC     |  8.15   |   8.23     |Hp|            |     |                    |     |                 |HIP   HIP  |
030304 |OQ    Aps  |155746.8-813130 |LB        |  8.58   |   8.75     |Hp|            |     |                    |     |                 |HIP   HIP  |
030305 |OR    Aps  |161632.3-780800 |LPB:      |  9.11   |   9.22     |Hp|            |     |                    |     |                 |HIP   HIP  |
030306 |OS    Aps  |163800.7-705303 |LB        |  8.93   |   9.43     |Hp|            |     |                    |     |                 |HIP   HIP  |
030308 |OU    Aps  |164148.4-732558 |ACV:      |  8.60   |   8.69     |Hp|            |     |                    |     |                 |HIP   HIP  |
030309 |OV    Aps  |165728.0-762506 |ACV:      |  8.14   |   8.19     |Hp|            |     |                    |     |                 |HIP   HIP  |
